t_s,M,power_w,V_load_worst,V_load_avg
7.199001,1,61.061,0.933909,0.965036
7.200001,1,61.500,0.959190,0.967175
7.203729,2,60.895,0.930103,0.965519
7.203753,1,65.139,0.952963,0.952963
7.203777,1,61.474,0.967807,0.967807
7.203996,1,60.933,0.953613,0.966857
7.216373,2,61.352,0.950486,0.965740
7.216397,1,69.297,0.946702,0.946702
7.216414,1,62.310,0.968212,0.968212
7.216424,1,60.202,0.968549,0.968549
7.216440,1,60.471,0.968792,0.968792
7.216447,1,60.685,0.968965,0.968965
7.216455,1,60.012,0.969171,0.969171
7.216461,1,62.669,0.965872,0.965872
7.216468,1,62.183,0.968015,0.968015
7.216475,1,61.547,0.969075,0.969075
7.216482,1,61.581,0.969102,0.969102
7.216489,1,56.749,0.969607,0.969607
7.217000,1,61.041,0.949121,0.966407
7.218001,1,61.025,0.950167,0.966603
7.219001,1,61.413,0.947582,0.966287
7.220002,1,61.260,0.948837,0.965353
7.221001,1,60.813,0.961067,0.967863
7.222001,1,60.972,0.943445,0.966368
7.223001,1,61.658,0.948773,0.965099
7.231391,2,60.785,0.954876,0.967246
7.231416,1,70.514,0.940478,0.940478
7.231433,1,62.376,0.968369,0.968369
7.231442,1,60.653,0.968630,0.968630
7.231451,1,58.862,0.969018,0.969018
7.231458,1,59.854,0.969229,0.969229
7.231466,1,64.721,0.958862,0.958862
7.231472,1,62.430,0.968090,0.968090
7.232000,1,61.117,0.950090,0.966808
7.233001,1,61.324,0.938960,0.966365
7.234001,1,61.226,0.940128,0.965817
7.235002,1,62.297,0.961896,0.967168
7.236002,1,61.003,0.945232,0.967269
7.244549,2,61.380,0.954254,0.965155
7.244573,1,65.619,0.954344,0.954344
7.244591,1,60.630,0.969179,0.969179
7.244599,1,60.807,0.969262,0.969262
7.244609,1,62.233,0.966792,0.966792
7.244623,1,59.094,0.969440,0.969440
7.244631,1,61.400,0.968529,0.968529
7.244638,1,59.221,0.969607,0.969607
7.245000,1,61.444,0.955087,0.966450
7.249865,2,61.216,0.956108,0.966825
7.249885,1,69.940,0.938579,0.938579
7.249899,1,63.901,0.963561,0.963561
7.249908,1,60.552,0.968905,0.968905
7.249996,1,61.075,0.957376,0.967045
7.257407,2,60.872,0.949397,0.966951
7.257434,1,69.432,0.942339,0.942339
7.257448,1,59.495,0.968937,0.968937
7.257458,1,66.633,0.954241,0.954241
7.257466,1,61.508,0.968638,0.968638
7.257474,1,58.015,0.969109,0.969109
7.257481,1,60.038,0.969284,0.969284
7.257997,1,61.387,0.953040,0.966547
7.259001,1,61.116,0.932669,0.966498
7.260002,1,61.385,0.942995,0.965636
7.261002,1,61.275,0.955450,0.967115
7.262002,1,61.342,0.943210,0.966984
7.269547,2,61.532,0.951925,0.965243
7.269570,1,68.369,0.950230,0.950230
7.269586,1,62.427,0.968216,0.968216
7.269595,1,60.535,0.968519,0.968519
7.269604,1,58.840,0.968931,0.968931
7.269611,1,58.290,0.969316,0.969316
7.269618,1,60.003,0.969453,0.969453
7.269998,1,61.317,0.953264,0.966570
7.271001,1,61.396,0.931148,0.966419
7.272001,1,60.533,0.962448,0.968264
7.273002,1,61.194,0.942850,0.966281
7.274001,1,62.227,0.948432,0.965201
7.275002,1,61.560,0.939357,0.966566
7.283408,2,61.510,0.959975,0.967530
7.283433,1,69.118,0.944813,0.944813
7.283450,1,64.722,0.963273,0.963273
7.283458,1,58.035,0.968814,0.968814
7.283468,1,62.237,0.968827,0.968827
7.283475,1,62.713,0.967627,0.967627
7.283483,1,61.115,0.968921,0.968921
7.283490,1,61.747,0.968962,0.968962
7.283996,1,60.897,0.957013,0.967023
7.296372,2,61.417,0.956806,0.966585
7.296396,1,68.744,0.945990,0.945990
7.296413,1,62.507,0.968528,0.968528
7.296422,1,56.683,0.969154,0.969154
7.296432,1,61.087,0.969215,0.969215
7.296439,1,62.766,0.965318,0.965318
7.296447,1,61.301,0.969146,0.969146
7.296453,1,64.661,0.959516,0.959516
7.296460,1,59.879,0.969093,0.969093
7.296467,1,63.881,0.962354,0.962354
7.296474,1,61.248,0.968984,0.968984
7.296480,1,57.553,0.969432,0.969432
7.296999,1,61.357,0.944528,0.966430
7.298001,1,61.371,0.938755,0.966462
7.299001,1,61.677,0.948094,0.965430
7.300001,1,60.746,0.957317,0.966474
7.301356,2,61.911,0.949119,0.965380
7.303403,2,60.966,0.951213,0.967308
7.303417,1,66.668,0.950551,0.950551
7.310234,2,61.285,0.956086,0.966826
7.310260,2,65.384,0.957513,0.957513
7.310270,1,67.218,0.953491,0.953491
7.310283,1,58.179,0.968790,0.968790
7.310298,1,63.281,0.965982,0.965982
7.310306,1,59.447,0.969018,0.969018
7.310313,1,60.121,0.969203,0.969203
7.310998,1,61.345,0.951796,0.966195
7.312001,1,60.503,0.934586,0.967012
7.313002,1,62.429,0.943086,0.964420
7.314001,1,61.013,0.952634,0.966751
7.315002,1,62.214,0.938619,0.964949
7.316001,1,61.578,0.943334,0.966025
7.317001,1,61.679,0.938850,0.965833
7.318001,1,62.044,0.940119,0.964781
7.330510,2,60.362,0.956093,0.967385
7.330534,1,69.937,0.940131,0.940131
7.330551,1,57.971,0.969114,0.969114
7.330560,1,61.066,0.969185,0.969185
7.330576,1,63.138,0.964268,0.964268
7.330583,1,64.715,0.959957,0.959957
7.330591,1,60.477,0.968957,0.968957
7.330597,1,62.048,0.968961,0.968961
7.330605,1,62.294,0.968256,0.968256
7.330611,1,56.377,0.969514,0.969514
7.330618,1,63.495,0.961288,0.961288
7.330624,1,63.278,0.963389,0.963389
7.331000,1,61.527,0.953243,0.966815
7.331996,1,61.099,0.949255,0.966941
7.336170,2,60.791,0.954144,0.966774
7.336198,1,72.033,0.932987,0.932987
7.336212,1,61.193,0.968660,0.968660
7.336222,1,63.070,0.967385,0.967385
7.337382,1,60.881,0.955337,0.966888
7.339603,2,61.739,0.951258,0.965863
7.339629,1,71.041,0.936866,0.936866
7.340001,1,60.731,0.950560,0.967109
7.350144,2,58.646,0.969780,0.970082
7.350171,1,64.588,0.953788,0.953788
7.350185,1,59.030,0.969875,0.969875
7.350195,1,63.690,0.958655,0.958655
7.350203,1,61.652,0.967201,0.967201
7.350217,1,63.626,0.961160,0.961160
7.350224,1,60.149,0.969349,0.969349
7.350232,1,59.534,0.969526,0.969526
7.350238,1,61.527,0.967637,0.967637
7.350245,1,57.876,0.969787,0.969787
7.350998,1,61.146,0.949434,0.966279
7.352002,1,60.765,0.947663,0.966782
7.353002,1,62.101,0.952910,0.966086
7.354002,1,61.301,0.940117,0.966611
7.355002,2,61.274,0.958968,0.966029
7.356002,1,61.037,0.946898,0.966965
7.357002,1,60.436,0.946805,0.967529
7.358002,1,61.604,0.939675,0.966154
7.370108,2,61.459,0.949930,0.965169
7.370133,1,70.801,0.935387,0.935387
7.370150,1,60.661,0.969000,0.969000
7.370158,1,59.832,0.969216,0.969216
7.370167,1,61.418,0.969231,0.969231
7.370174,1,58.932,0.969492,0.969492
7.370182,1,61.554,0.967739,0.967739
7.370189,1,63.289,0.962379,0.962379
7.370196,1,62.118,0.967392,0.967392
7.370203,1,61.631,0.969169,0.969169
7.370210,1,63.730,0.962424,0.962424
7.370216,1,62.402,0.967897,0.967897
7.370998,1,61.217,0.949738,0.966669
7.372002,1,61.269,0.941756,0.966528
7.373001,1,61.909,0.950859,0.964698
7.374002,1,61.811,0.932557,0.965041
7.375002,1,61.540,0.951053,0.966676
7.376002,1,61.566,0.943778,0.966175
7.383409,2,62.096,0.936712,0.965756
7.383434,1,71.715,0.937840,0.937840
7.383451,1,62.005,0.968162,0.968162
7.383460,1,60.482,0.968481,0.968481
7.383469,1,61.928,0.968592,0.968592
7.383476,1,60.577,0.968816,0.968816
7.383484,1,63.643,0.964657,0.964657
7.383946,1,60.812,0.954822,0.966884
7.397487,2,61.675,0.952207,0.965877
7.397511,1,70.984,0.940062,0.940062
7.397529,1,59.378,0.968502,0.968502
7.397538,1,61.257,0.968676,0.968676
7.397547,1,59.079,0.969033,0.969033
7.397554,1,62.168,0.968270,0.968270
7.397561,1,63.617,0.963675,0.963675
7.397568,1,58.428,0.969234,0.969234
7.397576,1,63.431,0.963042,0.963042
7.397582,1,59.080,0.969327,0.969327
7.397590,1,60.466,0.969415,0.969415
7.397596,1,60.865,0.969446,0.969446
7.397610,1,60.878,0.969469,0.969469
7.397999,1,61.190,0.951076,0.966828
7.399000,1,61.191,0.951879,0.966850
7.400002,1,61.020,0.953554,0.966585
7.401002,1,61.488,0.960059,0.966769
7.402001,1,60.977,0.946382,0.966173
7.403002,1,61.203,0.947037,0.965564
7.410414,1,62.100,0.930912,0.963825
7.410439,1,64.976,0.962738,0.962738
7.410452,1,63.014,0.968261,0.968261
7.410461,1,61.412,0.968468,0.968468
7.410469,1,66.173,0.958330,0.958330
7.410477,1,60.921,0.968434,0.968434
7.410484,1,62.012,0.968546,0.968546
7.410999,1,60.655,0.955811,0.967198
7.412002,1,61.032,0.952663,0.967087
7.420379,2,61.986,0.955715,0.966160
7.420404,1,69.877,0.942203,0.942203
7.420421,1,63.201,0.968379,0.968379
7.420430,1,62.761,0.968427,0.968427
7.420439,1,58.424,0.968899,0.968899
7.420446,1,60.248,0.969095,0.969095
7.420454,1,64.940,0.958891,0.958891
7.420461,1,63.360,0.965772,0.965772
7.420998,1,61.184,0.947899,0.966527
7.421998,1,61.310,0.952823,0.966557
7.423035,1,61.377,0.956271,0.966598
7.424139,1,61.465,0.950615,0.966126
7.425291,1,61.505,0.949227,0.965762
7.430392,2,61.615,0.948012,0.966625
7.430406,1,70.205,0.940815,0.940815
7.430417,1,61.047,0.968605,0.968605
7.430426,1,59.021,0.968982,0.968982
7.430433,1,58.838,0.969301,0.969301
7.431001,1,60.917,0.952700,0.967123
7.432002,1,61.067,0.941823,0.965312
7.433001,1,61.928,0.941406,0.964650
7.434002,1,60.852,0.955948,0.967634
7.435002,1,61.524,0.949131,0.965532
7.436001,1,61.357,0.950682,0.965829
7.437002,1,62.546,0.933014,0.965070
7.438001,1,61.159,0.955457,0.967625
7.450546,2,61.575,0.944869,0.966425
7.450571,1,68.911,0.942602,0.942602
7.450588,1,64.813,0.960552,0.960552
7.450604,1,62.427,0.968648,0.968648
7.450613,1,59.089,0.969010,0.969010
7.450620,1,62.670,0.966761,0.966761
7.450628,1,58.860,0.969267,0.969267
7.450634,1,59.437,0.969470,0.969470
7.450642,1,59.611,0.969615,0.969615
7.450648,1,61.882,0.965991,0.965991
7.450655,1,66.594,0.951241,0.951241
7.450662,1,60.513,0.969103,0.969103
7.450995,1,61.194,0.953421,0.966783
7.452000,1,61.017,0.950732,0.966812
7.456172,2,61.670,0.955479,0.966210
7.456199,1,71.454,0.936052,0.936052
7.456213,1,64.204,0.965338,0.965338
7.456223,1,60.309,0.968584,0.968584
7.457379,1,61.514,0.956665,0.966337
7.464398,2,61.955,0.949091,0.965870
7.464426,1,70.044,0.941636,0.941636
7.464440,1,63.098,0.968378,0.968378
7.464450,1,59.868,0.968716,0.968716
7.464465,1,61.977,0.968775,0.968775
7.464473,1,60.115,0.969009,0.969009
7.464480,1,58.782,0.969329,0.969329
7.464998,1,61.559,0.956062,0.966986
7.466002,1,61.160,0.938983,0.966911
7.467001,1,62.230,0.947550,0.965528
7.468002,1,61.385,0.956921,0.966320
7.469002,1,61.571,0.950456,0.965561
7.474688,2,61.123,0.953713,0.966962
7.474713,1,73.007,0.930557,0.930557
7.474730,1,60.543,0.968561,0.968561
7.474745,1,59.295,0.968919,0.968919
7.474755,1,63.147,0.965708,0.965708
7.474997,1,60.923,0.957545,0.966973
7.477116,2,61.365,0.952191,0.966918
7.477140,1,72.231,0.934168,0.934168
7.479459,2,61.383,0.954415,0.966655
7.479485,2,66.581,0.955219,0.955219
7.481698,2,62.057,0.954823,0.965967
7.481721,1,68.676,0.948425,0.948425
7.482002,1,61.605,0.957384,0.967044
7.483002,1,61.593,0.941977,0.965403
7.484002,1,60.560,0.957737,0.968244
7.485001,1,61.692,0.936644,0.965313
7.486002,1,61.090,0.928330,0.965133
7.499401,1,62.132,0.927976,0.964436
7.499426,1,62.565,0.968112,0.968112
7.499440,1,62.337,0.968256,0.968256
7.499448,1,62.288,0.968376,0.968376
7.499456,1,59.296,0.968771,0.968771
7.499463,1,61.361,0.968881,0.968881
7.499471,1,62.203,0.968884,0.968884
7.499477,1,66.397,0.955301,0.955301
7.499492,1,58.749,0.968899,0.968899
7.499499,1,59.418,0.969178,0.969178
7.499506,1,60.810,0.969261,0.969261
7.499512,1,62.263,0.966700,0.966700
7.499519,1,57.731,0.969573,0.969573
7.500000,1,60.948,0.948918,0.966682
7.501000,1,61.145,0.947446,0.966765
7.502002,1,60.474,0.950943,0.966978
7.503077,2,61.377,0.959332,0.966150
7.504232,1,61.433,0.940498,0.965657
7.505488,1,61.456,0.948576,0.966333
7.506002,1,61.717,0.936902,0.965430
7.519380,2,62.129,0.968384,0.968384
7.519408,1,73.446,0.935077,0.935077
7.519422,1,58.231,0.968067,0.968067
7.519432,1,61.073,0.968346,0.968346
7.519447,1,62.701,0.968407,0.968407
7.519454,1,63.073,0.968418,0.968418
7.519461,1,60.593,0.968675,0.968675
7.519468,1,60.478,0.968893,0.968893
7.519474,1,56.695,0.969445,0.969445
7.519481,1,59.745,0.969581,0.969581
7.519487,1,61.397,0.967757,0.967757
7.519495,1,61.143,0.968895,0.968895
7.519501,1,60.895,0.969515,0.969515
7.519999,1,61.245,0.951455,0.966910
7.520998,1,61.300,0.948667,0.966388
7.522001,1,60.888,0.944829,0.966263
7.523002,1,60.098,0.958123,0.967698
7.524002,1,61.320,0.942312,0.965221
7.525002,1,61.580,0.937598,0.966341
7.526002,1,61.487,0.936323,0.964993
7.527002,2,61.463,0.954267,0.966384
7.532956,2,63.478,0.936274,0.964264
7.532980,1,69.462,0.944467,0.944467
7.532997,1,61.245,0.968502,0.968502
7.533006,1,59.549,0.968847,0.968847
7.533015,1,60.545,0.969023,0.969023
7.533022,1,61.354,0.969083,0.969083
7.535370,2,61.111,0.951406,0.966990
7.535394,1,70.073,0.937290,0.937290
7.537659,2,61.418,0.953771,0.967112
7.537685,1,69.277,0.943892,0.943892
7.538001,1,61.041,0.954888,0.966725
7.539002,1,61.829,0.925290,0.964318
7.540002,1,61.224,0.955235,0.967252
7.541002,1,61.213,0.937577,0.966221
7.542002,1,61.958,0.940928,0.965317
7.551474,1,60.957,0.934326,0.965554
7.551499,1,61.740,0.968908,0.968908
7.551513,1,62.282,0.968588,0.968588
7.551522,1,60.766,0.969042,0.969042
7.551531,1,63.232,0.964751,0.964751
7.551538,1,61.067,0.969022,0.969022
7.551545,1,60.475,0.969170,0.969170
7.551552,1,58.244,0.969512,0.969512
7.551559,1,59.434,0.969666,0.969666
7.551996,1,61.187,0.956934,0.966825
7.554406,2,61.407,0.952554,0.966409
7.554430,1,65.484,0.954961,0.954961
7.556653,2,61.697,0.952720,0.965886
7.556679,1,67.921,0.949200,0.949200
7.557002,1,60.325,0.952528,0.966942
7.558942,2,61.887,0.959528,0.965532
7.558996,1,62.852,0.952516,0.963521
7.561231,2,61.064,0.954410,0.967267
7.561255,1,70.468,0.936106,0.936106
7.562001,1,61.372,0.951012,0.966839
7.563001,1,62.133,0.954305,0.966322
7.564001,1,61.367,0.933998,0.965926
7.565002,1,61.635,0.959833,0.965780
7.566002,1,60.752,0.939625,0.966430
7.579376,2,61.438,0.946672,0.966271
7.579400,1,70.321,0.938835,0.938835
7.579417,1,61.629,0.968723,0.968723
7.579426,1,61.819,0.968796,0.968796
7.579435,1,63.221,0.966144,0.966144
7.579442,1,57.462,0.969226,0.969226
7.579450,1,61.159,0.969265,0.969265
7.579457,1,63.675,0.962078,0.962078
7.579471,1,60.948,0.969141,0.969141
7.579478,1,60.433,0.969269,0.969269
7.579488,1,63.242,0.963464,0.963464
7.579495,1,61.266,0.969146,0.969146
7.579502,1,60.918,0.969225,0.969225
7.580000,1,61.155,0.951367,0.967304
7.580995,1,61.328,0.941814,0.966440
7.582002,1,61.096,0.949237,0.966411
7.583001,1,61.625,0.943940,0.965926
7.583999,1,61.674,0.960549,0.967858
7.590622,2,62.108,0.935291,0.964936
7.590645,1,66.955,0.951909,0.951909
7.590661,1,62.423,0.968669,0.968669
7.590670,1,62.228,0.968713,0.968713
7.590678,1,60.310,0.968939,0.968939
7.590685,1,63.429,0.964677,0.964677
7.591000,1,61.734,0.956430,0.966547
7.592001,1,61.047,0.944684,0.966991
7.593001,1,61.105,0.953729,0.967413
7.594002,1,61.817,0.955921,0.966848
7.595002,1,61.005,0.945166,0.966267
7.596002,1,60.591,0.943741,0.966265
7.597001,1,61.179,0.944377,0.966241
7.598001,1,61.321,0.954245,0.967175
7.610968,2,61.050,0.959546,0.966988
7.610993,1,65.858,0.953382,0.953382
7.611010,1,59.814,0.969262,0.969262
7.611019,1,60.398,0.969370,0.969370
7.611028,1,62.848,0.964191,0.964191
7.611035,1,59.284,0.969441,0.969441
7.611043,1,64.078,0.959791,0.959791
7.611049,1,60.075,0.969308,0.969308
7.611056,1,55.735,0.969873,0.969873
7.611063,1,62.023,0.964104,0.964104
7.611070,1,61.268,0.967544,0.967544
7.611076,1,60.333,0.969671,0.969671
7.611083,1,61.950,0.965460,0.965460
7.611997,1,61.212,0.947259,0.966848
7.616655,2,61.396,0.951919,0.966375
7.616679,2,65.596,0.958131,0.958131
7.616693,1,72.849,0.936295,0.936295
7.616705,1,61.679,0.967855,0.967855
7.616997,1,61.314,0.958277,0.967167
7.619010,2,61.229,0.941830,0.967106
7.619033,1,68.286,0.945315,0.945315
7.621725,2,60.875,0.959486,0.967179
7.621751,1,65.641,0.954337,0.954337
7.621996,1,61.157,0.953130,0.966500
7.623002,1,61.325,0.937394,0.965744
7.624001,1,61.182,0.960042,0.967754
7.625001,1,60.771,0.952343,0.967034
7.626001,1,61.266,0.950339,0.966296
7.627002,1,61.520,0.939591,0.965742
7.640374,2,60.637,0.959443,0.967196
7.640399,1,66.067,0.950729,0.950729
7.640416,1,61.510,0.968835,0.968835
7.640425,1,61.619,0.968560,0.968560
7.640434,1,61.191,0.969306,0.969306
7.640448,1,65.662,0.955368,0.955368
7.640456,1,66.365,0.955436,0.955436
7.640463,1,61.679,0.968605,0.968605
7.640470,1,61.067,0.968777,0.968777
7.640477,1,68.895,0.947747,0.947747
7.640484,1,63.872,0.967686,0.967686
7.640490,1,61.840,0.968311,0.968311
7.640498,1,63.638,0.967461,0.967461
7.640998,1,61.173,0.948831,0.966356
7.641999,1,61.325,0.940739,0.966567
7.643001,1,61.441,0.947535,0.965040
7.644002,1,60.840,0.958523,0.967422
7.645002,1,61.533,0.943981,0.966120
7.659366,2,61.952,0.960961,0.965723
7.659395,1,71.039,0.938165,0.938165
7.659409,1,61.246,0.968510,0.968510
7.659419,1,57.365,0.969072,0.969072
7.659427,1,64.860,0.959279,0.959279
7.659435,1,59.800,0.969037,0.969037
7.659442,1,57.878,0.969442,0.969442
7.659449,1,62.914,0.963582,0.963582
7.659456,1,60.535,0.969356,0.969356
7.659463,1,59.360,0.969549,0.969549
7.659469,1,61.844,0.966479,0.966479
7.659477,1,59.738,0.969590,0.969590
7.659483,1,59.260,0.969746,0.969746
7.659490,1,59.690,0.969828,0.969828
7.659996,1,61.168,0.952838,0.966536
7.660998,1,61.024,0.946988,0.966801
7.662001,1,60.952,0.942148,0.966629
7.663002,2,60.477,0.955574,0.967824
7.664002,1,61.599,0.930821,0.966436
7.665002,1,61.292,0.954784,0.966466
7.666002,1,60.930,0.954193,0.967074
7.667002,1,61.962,0.941320,0.966469
7.673301,2,60.990,0.959073,0.967481
7.673324,1,72.202,0.932301,0.932301
7.673348,1,62.350,0.968547,0.968547
7.673356,1,62.856,0.968552,0.968552
7.673365,1,63.105,0.967870,0.967870
7.673372,1,62.101,0.968615,0.968615
7.673995,1,61.757,0.952129,0.966390
7.675817,2,61.144,0.962577,0.967404
7.675996,1,61.201,0.950067,0.966060
7.678063,2,60.830,0.957484,0.967352
7.678086,1,70.727,0.936533,0.936533
7.679001,1,61.047,0.955461,0.966575
7.680002,1,61.125,0.941870,0.966648
7.681001,1,60.956,0.944883,0.967078
7.682001,1,60.838,0.935937,0.966327
7.691461,2,61.782,0.956474,0.966960
7.691486,2,63.315,0.964196,0.964196
7.691499,1,71.897,0.937040,0.937040
7.691511,1,62.361,0.968136,0.968136
7.691520,1,59.810,0.968528,0.968528
7.691527,1,58.191,0.969003,0.969003
7.691535,1,58.091,0.969393,0.969393
7.691541,1,59.252,0.969589,0.969589
7.691548,1,61.607,0.967026,0.967026
7.691998,1,61.153,0.955428,0.967151
7.694339,2,61.153,0.954888,0.967012
7.694370,1,69.995,0.936242,0.936242
7.696640,2,60.793,0.956857,0.966344
7.696663,1,65.632,0.952232,0.952232
7.697001,1,61.024,0.956522,0.966979
7.698905,2,60.245,0.960134,0.967243
7.698996,1,62.515,0.947006,0.964496
7.705446,2,61.517,0.956002,0.966529
7.705471,1,69.289,0.943641,0.943641
7.705488,1,59.625,0.968839,0.968839
7.705497,1,60.693,0.969002,0.969002
7.705506,1,57.052,0.969496,0.969496
7.705513,1,62.988,0.963038,0.963038
7.705998,1,61.161,0.957008,0.966995
7.707002,1,61.143,0.948824,0.966519
7.708001,1,61.715,0.938676,0.964789
7.709001,1,60.720,0.959686,0.966860
7.710002,1,62.434,0.941034,0.964637
7.715714,2,62.056,0.936451,0.964744
7.715738,1,69.224,0.947233,0.947233
7.715755,1,59.744,0.968441,0.968441
7.715764,1,63.129,0.968408,0.968408
7.715786,1,59.047,0.968847,0.968847
7.715998,1,61.078,0.957021,0.967302
7.718249,2,61.251,0.951942,0.966541
7.718273,1,67.078,0.948912,0.948912
7.720456,2,61.098,0.954099,0.966720
7.720480,1,67.037,0.948916,0.948916
7.721002,1,60.982,0.960448,0.967464
7.722002,1,61.589,0.937400,0.965212
7.723001,2,60.632,0.958567,0.967352
7.724002,1,62.176,0.929703,0.965281
7.725002,1,61.652,0.940759,0.966483
7.740369,2,60.363,0.943452,0.965521
7.740393,1,70.358,0.936364,0.936364
7.740410,1,63.086,0.965766,0.965766
7.740419,1,58.462,0.969231,0.969231
7.740428,1,63.580,0.962573,0.962573
7.740435,1,60.216,0.969200,0.969200
7.740452,1,60.331,0.969327,0.969327
7.740459,1,61.594,0.968518,0.968518
7.740466,1,62.062,0.967131,0.967131
7.740473,1,62.769,0.965193,0.965193
7.740480,1,61.979,0.968454,0.968454
7.740486,1,61.688,0.969104,0.969104
7.740493,1,64.750,0.959456,0.959456
7.740499,1,61.593,0.968887,0.968887
7.740510,1,58.960,0.969214,0.969214
7.740996,1,61.515,0.952976,0.966441
7.741996,1,61.391,0.947388,0.966513
7.743001,1,60.905,0.942058,0.965782
7.744002,1,61.630,0.953599,0.966222
7.745001,1,61.811,0.937664,0.965474
7.759393,2,60.555,0.957555,0.968161
7.759418,1,68.865,0.942553,0.942553
7.759435,1,61.046,0.969017,0.969017
7.759444,1,59.345,0.969279,0.969279
7.759453,1,57.206,0.969703,0.969703
7.759460,1,61.818,0.965715,0.965715
7.759468,1,59.331,0.969731,0.969731
7.759474,1,64.875,0.955588,0.955588
7.759481,1,63.999,0.960840,0.960840
7.759488,1,63.088,0.965244,0.965244
7.759495,1,61.930,0.968944,0.968944
7.759501,1,60.635,0.969092,0.969092
7.759508,1,59.062,0.969367,0.969367
7.759515,1,60.235,0.969470,0.969470
7.759999,1,60.937,0.952074,0.967058
7.761000,1,61.245,0.937892,0.966547
7.762002,1,61.324,0.930976,0.966260
7.763002,1,61.256,0.956832,0.966864
7.764001,1,62.026,0.942401,0.965964
7.765002,1,61.528,0.947496,0.965620
7.777402,2,60.884,0.951331,0.967218
7.777427,1,68.631,0.946905,0.946905
7.777444,1,63.998,0.965771,0.965771
7.777453,1,63.790,0.966893,0.966893
7.777462,1,63.401,0.968284,0.968284
7.777469,1,61.006,0.968527,0.968527
7.777477,1,60.137,0.968808,0.968808
7.777484,1,62.652,0.967937,0.967937
7.777492,1,61.845,0.968840,0.968840
7.777498,1,61.947,0.968878,0.968878
7.777505,1,59.989,0.969103,0.969103
7.777512,1,61.636,0.969119,0.969119
7.777999,1,61.015,0.951966,0.967148
7.779001,1,61.347,0.933631,0.966508
7.780001,1,60.975,0.954212,0.966338
7.781002,1,60.324,0.938938,0.966522
7.782002,1,61.391,0.953606,0.966883
7.784492,2,61.703,0.929011,0.965896
7.784516,1,66.530,0.953039,0.953039
7.785002,1,60.902,0.955411,0.966876
7.790893,2,62.108,0.965566,0.965566
7.790920,1,68.558,0.945210,0.945210
7.790933,1,62.285,0.968726,0.968726
7.790950,1,62.025,0.968778,0.968778
7.790958,1,58.891,0.969133,0.969133
7.791000,1,60.516,0.953526,0.967026
7.792001,1,61.028,0.946582,0.966942
7.793001,1,62.229,0.946928,0.966387
7.794001,1,61.917,0.936562,0.964719
7.795002,1,61.668,0.939839,0.966217
7.796001,1,60.705,0.956691,0.966981
7.804458,2,61.796,0.948858,0.966004
7.804482,1,68.060,0.947520,0.947520
7.804499,1,58.593,0.969055,0.969055
7.804508,1,62.092,0.968395,0.968395
7.804517,1,59.567,0.969271,0.969271
7.804524,1,61.369,0.969280,0.969280
7.804532,1,58.915,0.969533,0.969533
7.804538,1,64.386,0.958277,0.958277
7.804995,1,60.772,0.949042,0.966511
7.806290,2,61.529,0.950383,0.966671
7.817373,2,61.321,0.943025,0.966376
7.817401,1,71.326,0.934852,0.934852
7.817415,1,60.823,0.968805,0.968805
7.817425,1,63.158,0.966301,0.966301
7.817433,1,64.466,0.962460,0.962460
7.817454,1,62.570,0.968572,0.968572
7.817465,1,58.009,0.969056,0.969056
7.817473,1,61.120,0.969133,0.969133
7.817479,1,60.912,0.969215,0.969215
7.817487,1,59.381,0.969434,0.969434
7.817493,1,59.677,0.969580,0.969580
7.817996,1,61.136,0.953763,0.966615
7.819002,1,61.008,0.948091,0.966997
7.820001,1,61.383,0.939929,0.966723
7.821002,1,61.958,0.933509,0.965590
7.822001,1,61.391,0.951430,0.966843
7.825624,2,61.756,0.939724,0.966152
7.825647,1,66.506,0.951028,0.951028
7.825664,1,61.061,0.969113,0.969113
7.825997,1,61.184,0.944212,0.966461
7.838372,2,61.491,0.965614,0.967610
7.838397,1,69.380,0.943203,0.943203
7.838415,1,60.801,0.968730,0.968730
7.838424,1,60.986,0.968886,0.968886
7.838433,1,60.105,0.969098,0.969098
7.838440,1,62.146,0.967982,0.967982
7.838447,1,65.275,0.957968,0.957968
7.838454,1,60.164,0.968962,0.968962
7.838461,1,56.160,0.969554,0.969554
7.838468,1,58.906,0.969753,0.969753
7.838482,1,59.504,0.969852,0.969852
7.838488,1,61.113,0.967190,0.967190
7.839000,1,61.090,0.953615,0.966687
7.840001,1,61.119,0.953338,0.966669
7.841002,1,61.419,0.932116,0.965290
7.842001,2,60.698,0.956040,0.966852
7.843002,1,61.581,0.934083,0.965640
7.844002,1,61.752,0.934520,0.965436
7.851415,2,61.923,0.943782,0.965531
7.851438,1,69.600,0.942065,0.942065
7.851455,1,63.329,0.967141,0.967141
7.851463,1,61.006,0.968706,0.968706
7.851471,1,61.845,0.968780,0.968780
7.851478,1,61.434,0.968881,0.968881
7.851486,1,59.362,0.969169,0.969169
7.851998,1,61.538,0.948317,0.966437
7.853001,1,61.394,0.936223,0.966967
7.854001,1,61.013,0.951014,0.965527
7.855002,2,62.549,0.956671,0.966106
7.856001,1,61.666,0.942243,0.965682
7.857002,1,61.344,0.943318,0.966633
7.865400,2,60.761,0.948935,0.966430
7.865428,1,67.914,0.945569,0.945569
7.865451,1,63.839,0.962953,0.962953
7.865462,1,59.939,0.969065,0.969065
7.865470,1,64.021,0.962052,0.962052
7.865478,1,61.740,0.968906,0.968906
