t_s,M,power_w,V_load_worst,V_load_avg
4.638998,16,189.859,0.869350,0.899748
4.640002,16,189.088,0.875447,0.900477
4.641001,16,188.789,0.883085,0.899749
4.642001,16,189.040,0.864915,0.899899
4.643002,16,189.181,0.879663,0.898587
4.644002,16,188.487,0.881673,0.900960
4.645238,16,188.358,0.863857,0.899972
4.657346,16,191.085,0.876885,0.899412
4.657367,16,179.750,0.905425,0.905425
4.657379,16,192.915,0.893149,0.893149
4.657387,16,185.816,0.905457,0.905457
4.657394,16,182.330,0.906133,0.906133
4.657401,16,193.586,0.887054,0.887054
4.657408,16,188.320,0.905606,0.905606
4.657414,16,188.464,0.905639,0.905639
4.657421,16,184.831,0.906028,0.906028
4.657427,16,183.263,0.906496,0.906496
4.657434,16,188.478,0.901705,0.901705
4.657440,16,188.150,0.903586,0.903586
4.658000,16,188.556,0.873986,0.900283
4.659002,16,189.313,0.866178,0.899931
4.660001,16,189.917,0.881612,0.900284
4.661002,16,189.885,0.889322,0.900225
4.662002,16,188.732,0.874049,0.901232
4.664447,16,189.073,0.881004,0.899649
4.664469,16,187.416,0.905454,0.905454
4.671825,16,189.547,0.875508,0.900358
4.671844,16,193.180,0.885709,0.885709
4.671857,16,187.446,0.906035,0.906035
4.671864,16,190.847,0.896522,0.896522
4.671872,16,186.081,0.905987,0.905987
4.671878,16,180.573,0.906732,0.906732
4.671885,16,189.794,0.896110,0.896110
4.671999,16,188.723,0.873331,0.900627
4.673001,16,189.490,0.857756,0.899481
4.674001,16,188.088,0.869479,0.902063
4.675001,16,189.239,0.856861,0.898255
4.676001,16,189.591,0.890681,0.900975
4.677002,16,190.274,0.879731,0.899249
4.678002,16,189.078,0.879360,0.901381
4.691267,16,189.217,0.869514,0.898109
4.691287,16,190.888,0.904164,0.904164
4.691299,16,190.219,0.904309,0.904309
4.691306,16,187.150,0.904732,0.904732
4.691315,16,186.073,0.905179,0.905179
4.691321,16,188.396,0.905303,0.905303
4.691328,16,197.104,0.880162,0.880162
4.691334,16,191.442,0.902880,0.902880
4.691341,16,190.012,0.904584,0.904584
4.691347,16,189.729,0.904694,0.904694
4.691354,16,188.203,0.904935,0.904935
4.691360,16,191.774,0.899572,0.899572
4.691374,16,197.000,0.883440,0.883440
4.691997,16,188.895,0.880115,0.900471
4.693001,16,189.366,0.872877,0.899619
4.694001,16,188.775,0.867425,0.900325
4.695001,16,188.160,0.870320,0.899452
4.696001,16,187.334,0.883835,0.901651
4.711379,16,191.438,0.885980,0.898035
4.711398,16,196.186,0.889312,0.889312
4.711411,16,182.831,0.904702,0.904702
4.711418,16,187.606,0.905001,0.905001
4.711426,16,187.782,0.905223,0.905223
4.711432,16,188.187,0.905360,0.905360
4.711439,16,189.815,0.903616,0.903616
4.711445,16,192.589,0.894868,0.894868
4.711451,16,189.650,0.905024,0.905024
4.711457,16,192.915,0.895363,0.895363
4.711464,16,184.829,0.905299,0.905299
4.711470,16,182.606,0.905979,0.905979
4.711477,16,191.268,0.895463,0.895463
4.711483,16,191.902,0.895175,0.895175
4.711489,16,185.776,0.905690,0.905690
4.711997,16,189.640,0.868221,0.900297
4.712996,16,189.523,0.861472,0.900300
4.714001,16,188.947,0.866765,0.897806
4.715002,16,190.131,0.880192,0.898856
4.716001,16,188.863,0.887743,0.901371
4.717002,16,189.738,0.891311,0.900829
4.723955,16,188.953,0.869848,0.896902
4.723975,16,188.171,0.905728,0.905728
4.723987,16,185.751,0.906008,0.906008
4.723995,16,187.947,0.906011,0.906011
4.724003,16,191.224,0.895425,0.895425
4.724009,16,187.849,0.905764,0.905764
4.724016,16,193.505,0.889349,0.889349
4.731222,16,188.571,0.863445,0.899982
4.731241,16,183.639,0.906147,0.906147
4.731253,16,191.109,0.895053,0.895053
4.731260,16,184.276,0.906218,0.906218
4.731268,16,189.774,0.899014,0.899014
4.731274,16,190.454,0.898016,0.898016
4.731281,16,195.029,0.884452,0.884452
4.732001,16,189.011,0.869602,0.900071
4.733001,16,189.923,0.875719,0.899194
4.734001,16,188.220,0.871302,0.900514
4.735001,16,189.007,0.890637,0.901237
4.736002,16,187.638,0.878998,0.900372
4.737001,16,188.328,0.887919,0.902239
4.738001,16,189.241,0.879394,0.897815
4.739002,16,188.681,0.881579,0.901414
4.751395,16,190.953,0.882753,0.896834
4.751417,16,195.347,0.888953,0.888953
4.751433,16,186.970,0.904714,0.904714
4.751442,16,191.398,0.902017,0.902017
4.751449,16,192.367,0.899317,0.899317
4.751456,16,191.488,0.903082,0.903082
4.751462,16,187.323,0.904809,0.904809
4.751469,16,188.939,0.904953,0.904953
4.751476,16,195.985,0.885745,0.885745
4.751482,16,187.854,0.904706,0.904706
4.751488,16,187.979,0.904967,0.904967
4.751495,16,189.203,0.905053,0.905053
4.751996,16,189.349,0.866235,0.899335
4.757188,16,189.842,0.874344,0.899760
4.757208,16,190.596,0.902602,0.902602
4.757220,16,186.108,0.905394,0.905394
4.757228,16,181.986,0.906117,0.906117
4.757236,16,185.802,0.906313,0.906313
4.759413,16,188.977,0.855245,0.899638
4.759434,16,180.113,0.906579,0.906579
4.760001,16,188.647,0.877034,0.900144
4.761001,16,189.464,0.882791,0.898867
4.762001,16,189.033,0.874493,0.899375
4.763001,16,189.833,0.878909,0.899024
4.764001,16,187.470,0.875117,0.899875
4.773360,16,189.286,0.869087,0.897686
4.773380,16,189.009,0.905372,0.905372
4.773392,16,192.781,0.893877,0.893877
4.773406,16,188.694,0.905146,0.905146
4.773414,16,191.197,0.900290,0.900290
4.773421,16,185.925,0.905405,0.905405
4.773428,16,186.437,0.905681,0.905681
4.773434,16,196.015,0.881630,0.881630
4.773441,16,186.786,0.905276,0.905276
4.773998,16,188.430,0.874053,0.899935
4.776130,16,189.145,0.870858,0.899718
4.776149,16,190.619,0.897214,0.897214
4.778396,16,189.446,0.873664,0.899752
4.778415,16,190.373,0.896506,0.896506
4.780648,16,189.732,0.863000,0.897889
4.780675,16,193.343,0.896647,0.896647
4.781002,16,191.170,0.880764,0.899034
4.782996,16,190.449,0.893522,0.901102
4.783014,16,188.992,0.904987,0.904987
4.792092,16,188.117,0.881599,0.901800
4.792115,16,193.336,0.893478,0.893478
4.792124,16,186.012,0.905206,0.905206
4.792132,16,185.160,0.905649,0.905649
4.792139,16,188.408,0.905678,0.905678
4.792146,16,191.124,0.897589,0.897589
4.792152,16,194.709,0.887268,0.887268
4.792159,16,194.128,0.892238,0.892238
4.792166,16,186.960,0.904893,0.904893
4.793001,16,188.899,0.859511,0.900484
4.794002,16,188.765,0.875551,0.900466
4.795002,16,189.087,0.879394,0.898424
4.796001,16,188.924,0.887482,0.900360
4.797001,16,189.568,0.881312,0.899827
4.798001,16,188.044,0.883203,0.901269
4.799002,16,190.333,0.860530,0.898108
4.805748,16,188.849,0.887335,0.900551
4.805768,16,182.097,0.906183,0.906183
4.805780,16,185.633,0.906383,0.906383
4.805788,16,194.518,0.882631,0.882631
4.805796,16,184.006,0.906123,0.906123
4.805802,16,187.375,0.906161,0.906161
4.805997,16,188.765,0.872698,0.899054
4.819318,16,188.753,0.867750,0.900305
4.819338,16,194.551,0.882870,0.882870
4.819350,16,184.048,0.906076,0.906076
4.819358,16,189.720,0.899969,0.899969
4.819373,16,191.353,0.895681,0.895681
4.819380,16,186.802,0.905781,0.905781
4.819387,16,193.314,0.889883,0.889883
4.819394,16,185.082,0.905726,0.905726
4.819401,16,192.814,0.891813,0.891813
4.819407,16,185.034,0.905736,0.905736
4.819414,16,191.181,0.897085,0.897085
4.819420,16,190.000,0.902400,0.902400
4.819430,16,196.279,0.882446,0.882446
4.819997,16,189.552,0.856450,0.899769
4.821002,16,189.452,0.870930,0.900506
4.822001,16,189.867,0.881316,0.898446
4.823002,16,189.240,0.886297,0.900765
4.824002,16,190.655,0.887889,0.900074
4.825001,16,189.923,0.873995,0.899418
4.826002,16,188.005,0.881965,0.900338
4.837269,16,189.730,0.872872,0.898940
4.837288,16,181.353,0.906306,0.906306
4.837301,16,194.799,0.882141,0.882141
4.837308,16,195.732,0.883190,0.883190
4.837316,16,189.653,0.904938,0.904938
4.837322,16,190.592,0.903415,0.903415
4.837329,16,184.833,0.905429,0.905429
4.837335,16,186.853,0.905658,0.905658
4.837342,16,186.790,0.905848,0.905848
4.837348,16,182.089,0.906469,0.906469
4.837354,16,187.525,0.904959,0.904959
4.837996,16,189.527,0.870190,0.899313
4.839002,16,188.932,0.877983,0.900218
4.840002,16,189.359,0.880196,0.900327
4.841001,16,189.839,0.879536,0.898880
4.842002,16,189.041,0.882641,0.900418
4.845597,16,191.403,0.874003,0.897676
4.845616,16,193.252,0.894715,0.894715
4.845629,16,190.108,0.904692,0.904692
4.846002,16,189.783,0.882400,0.900596
4.859336,16,186.812,0.895536,0.902388
4.859357,16,185.508,0.906174,0.906174
4.859366,16,187.414,0.906198,0.906198
4.859374,16,188.324,0.903852,0.903852
4.859381,16,191.652,0.893397,0.893397
4.859388,16,188.933,0.904417,0.904417
4.859394,16,181.737,0.906382,0.906382
4.859401,16,190.385,0.896113,0.896113
4.859407,16,185.132,0.906341,0.906341
4.859414,16,192.674,0.888878,0.888878
4.859420,16,185.945,0.906050,0.906050
4.859426,16,191.263,0.895085,0.895085
4.859432,16,187.693,0.905801,0.905801
4.859996,16,189.096,0.876919,0.900364
4.861002,16,188.991,0.861783,0.899985
4.862002,16,190.328,0.877222,0.897948
4.863001,16,189.961,0.880441,0.899082
4.864002,16,188.890,0.873425,0.902074
4.865001,16,188.681,0.884498,0.898982
4.866001,16,189.492,0.875898,0.900576
4.872983,16,189.791,0.881741,0.897974
4.873002,16,195.279,0.884879,0.884879
4.873015,16,181.567,0.905758,0.905758
4.873022,16,190.338,0.899713,0.899713
4.873030,16,184.601,0.905998,0.905998
4.873036,16,194.170,0.885894,0.885894
4.873043,16,194.217,0.889145,0.889145
4.880304,16,189.333,0.872144,0.900261
4.880327,16,191.818,0.897665,0.897665
4.880336,16,186.167,0.905401,0.905401
4.880345,16,189.354,0.904892,0.904892
4.880352,16,184.213,0.905887,0.905887
4.880359,16,189.710,0.901049,0.901049
4.880365,16,189.448,0.902722,0.902722
4.880997,16,189.159,0.867992,0.899213
4.882002,16,189.049,0.886053,0.899911
4.883002,16,188.863,0.883906,0.898255
4.884002,16,189.379,0.877988,0.899739
4.885001,16,189.572,0.877823,0.899317
4.898328,16,190.888,0.880143,0.897120
4.898348,16,196.320,0.890187,0.890187
4.898360,16,183.124,0.904510,0.904510
4.898367,16,186.134,0.904995,0.904995
4.898376,16,185.995,0.905397,0.905397
4.898382,16,185.051,0.905812,0.905812
4.898389,16,188.808,0.904403,0.904403
4.898396,16,195.800,0.881843,0.881843
4.898403,16,183.669,0.905661,0.905661
4.898417,16,192.635,0.892756,0.892756
4.898424,16,186.522,0.905560,0.905560
4.898430,16,187.643,0.905684,0.905684
4.898437,16,193.388,0.890178,0.890178
4.898998,16,188.594,0.869765,0.899785
4.900002,16,189.093,0.867607,0.900148
4.901001,16,187.252,0.868706,0.901535
4.902002,16,188.441,0.882981,0.901103
4.903002,16,189.230,0.877274,0.899822
4.904001,16,191.121,0.877470,0.898533
4.912045,16,189.331,0.883321,0.900606
4.912065,16,188.414,0.905012,0.905012
4.912077,16,182.662,0.906459,0.906459
4.912084,16,191.346,0.892554,0.892554
4.912092,16,188.699,0.903542,0.903542
4.912098,16,187.081,0.906057,0.906057
4.912105,16,190.204,0.898499,0.898499
4.912112,16,197.859,0.874819,0.874819
4.913001,16,188.891,0.872398,0.899884
4.914001,16,189.758,0.885393,0.900141
4.915002,16,189.017,0.875878,0.900743
4.916002,16,187.799,0.864783,0.901555
4.917001,16,189.407,0.868442,0.898768
4.925291,16,186.682,0.896515,0.904451
4.925310,16,194.650,0.877401,0.877401
4.925322,16,186.454,0.906424,0.906424
4.925329,16,186.510,0.906488,0.906488
4.925337,16,186.802,0.906510,0.906510
4.925343,16,185.252,0.906683,0.906683
4.925350,16,183.280,0.907019,0.907019
4.925356,16,191.928,0.887568,0.887568
4.925999,16,189.260,0.874015,0.899794
4.931818,16,189.912,0.882209,0.899814
4.931829,16,192.434,0.892567,0.892567
4.931845,16,191.434,0.898072,0.898072
4.931851,16,181.970,0.905949,0.905949
4.931859,16,179.453,0.906814,0.906814
4.931996,16,189.288,0.877872,0.897028
4.933001,16,189.060,0.855317,0.900455
4.934002,16,188.072,0.882016,0.900843
4.935002,16,189.765,0.864637,0.899117
4.936002,16,187.809,0.887266,0.902123
4.937001,16,188.952,0.885727,0.899219
4.945294,16,190.180,0.889168,0.899237
4.945314,16,194.749,0.889678,0.889678
4.945327,16,184.082,0.905193,0.905193
4.945334,16,185.304,0.905624,0.905624
4.945342,16,187.636,0.905735,0.905735
4.945382,16,190.422,0.899562,0.899562
4.945390,16,191.969,0.895564,0.895564
4.945396,16,184.870,0.905705,0.905705
4.945996,16,189.670,0.875042,0.898981
4.959355,16,190.040,0.872450,0.899495
4.959378,16,185.611,0.906034,0.906034
4.959387,16,183.542,0.906473,0.906473
4.959396,16,184.176,0.906761,0.906761
4.959403,16,186.463,0.906762,0.906762
4.959410,16,184.296,0.906980,0.906980
4.959416,16,184.836,0.907101,0.907101
4.959423,16,185.898,0.906777,0.906777
4.959430,16,185.248,0.907148,0.907148
4.959437,16,190.923,0.890133,0.890133
4.959443,16,185.722,0.906728,0.906728
4.959456,16,185.700,0.906813,0.906813
4.959462,16,189.135,0.897811,0.897811
4.960000,16,189.592,0.874365,0.900354
4.961001,16,189.316,0.872705,0.899946
4.962001,16,188.613,0.885388,0.900496
4.963002,16,190.238,0.876819,0.898790
4.964002,16,189.302,0.884615,0.900010
4.965001,16,188.081,0.888593,0.901022
4.966001,16,189.576,0.889365,0.900226
4.973853,16,189.571,0.886902,0.900278
4.973872,16,193.784,0.893382,0.893382
4.973884,16,194.359,0.893451,0.893451
4.973891,16,189.261,0.904416,0.904416
4.973899,16,198.466,0.880618,0.880618
4.973905,16,193.004,0.902459,0.902459
4.973912,16,189.114,0.904008,0.904008
4.973997,16,188.811,0.878596,0.901182
4.975001,16,189.739,0.864825,0.899872
4.976002,16,189.478,0.884747,0.901156
4.977001,16,190.078,0.886249,0.900579
4.978002,16,188.523,0.888058,0.901523
4.979001,16,189.357,0.879048,0.898324
4.986268,16,189.335,0.866141,0.896528
4.986290,16,188.539,0.905507,0.905507
4.986300,16,195.430,0.884496,0.884496
4.986309,16,185.519,0.905338,0.905338
4.986316,16,194.455,0.888608,0.888608
4.986323,16,190.161,0.904844,0.904844
4.986329,16,192.987,0.896122,0.896122
4.986996,16,189.200,0.873205,0.899799
4.998290,16,188.740,0.882239,0.900636
4.998310,16,189.972,0.902753,0.902753
4.998322,16,192.321,0.895546,0.895546
4.998330,16,187.954,0.905238,0.905238
4.998338,16,188.087,0.905381,0.905381
4.998345,16,194.264,0.888991,0.888991
4.998352,16,189.923,0.904911,0.904911
4.998358,16,187.675,0.905161,0.905161
4.998365,16,192.166,0.897047,0.897047
4.998371,16,193.601,0.893743,0.893743
4.998378,16,186.074,0.905048,0.905048
4.999000,16,189.137,0.867762,0.899782
5.000001,16,189.541,0.876451,0.900212
5.001002,16,188.260,0.879336,0.900428
5.002001,16,189.669,0.876844,0.899203
5.003001,16,190.065,0.879522,0.898172
5.005427,16,187.301,0.884937,0.901067
5.005446,16,193.144,0.889190,0.889190
5.012122,16,190.464,0.865793,0.898808
5.012141,16,185.603,0.906608,0.906608
5.012152,16,191.783,0.890307,0.890307
5.012159,16,186.119,0.906275,0.906275
5.012167,16,185.372,0.906483,0.906483
5.012173,16,191.667,0.891376,0.891376
5.012180,16,193.628,0.887540,0.887540
5.013001,16,189.596,0.870273,0.899702
5.014002,16,188.820,0.893328,0.902690
5.015002,16,191.282,0.882098,0.898564
5.016001,16,189.340,0.887797,0.901794
5.017002,16,189.736,0.883874,0.899894
5.018001,16,189.579,0.869942,0.899601
5.026305,16,189.565,0.890684,0.901891
5.026328,16,191.242,0.899046,0.899046
5.026337,16,183.923,0.905729,0.905729
5.026346,16,189.330,0.903161,0.903161
5.026352,16,185.816,0.905939,0.905939
5.026360,16,183.483,0.906403,0.906403
5.026366,16,189.203,0.899855,0.899855
5.026373,16,183.979,0.906564,0.906564
5.026998,16,189.616,0.866267,0.899935
5.038323,16,188.264,0.878316,0.900873
5.038345,16,186.364,0.905856,0.905856
5.038354,16,189.673,0.901338,0.901338
5.038363,16,184.485,0.906126,0.906126
5.038370,16,189.747,0.899609,0.899609
5.038377,16,187.928,0.905948,0.905948
5.038383,16,196.543,0.878431,0.878431
5.038390,16,191.221,0.900445,0.900445
5.038396,16,187.058,0.905263,0.905263
5.038403,16,189.198,0.905291,0.905291
5.038409,16,190.135,0.902954,0.902954
5.038998,16,189.043,0.873058,0.900669
5.040001,16,188.994,0.873649,0.899492
5.041002,16,189.035,0.881525,0.901208
5.042001,16,187.828,0.869888,0.901381
5.043002,16,189.663,0.880477,0.899773
5.045482,16,188.717,0.887752,0.901905
5.045500,16,184.877,0.906189,0.906189
5.046002,16,188.960,0.874412,0.899463
5.052255,16,193.521,0.884337,0.884337
5.052276,16,193.537,0.888066,0.888066
5.052285,16,185.936,0.905750,0.905750
5.052293,16,185.619,0.906038,0.906038
5.052300,16,187.665,0.906064,0.906064
5.052307,16,192.882,0.889728,0.889728
5.053001,16,189.346,0.873554,0.899804
5.054001,16,189.599,0.884359,0.900509
5.055002,16,189.808,0.878239,0.900353
5.056002,16,186.648,0.880898,0.901285
5.057001,16,188.683,0.871609,0.899526
5.058001,16,188.355,0.882306,0.901196
5.066341,16,188.579,0.883780,0.900499
5.066368,16,194.278,0.886036,0.886036
5.066382,16,192.504,0.895187,0.895187
5.066389,16,189.294,0.905061,0.905061
5.066397,16,190.573,0.902794,0.902794
5.066404,16,189.721,0.905021,0.905021
5.066411,16,191.418,0.900258,0.900258
5.066417,16,191.681,0.900206,0.900206
5.066997,16,188.332,0.868424,0.900088
5.073966,16,189.434,0.874069,0.899920
5.073985,16,196.286,0.881779,0.881779
5.073998,16,188.861,0.904927,0.904927
5.074005,16,183.864,0.905555,0.905555
5.074013,16,190.178,0.901355,0.901355
5.074020,16,191.790,0.896810,0.896810
5.074027,16,183.591,0.905770,0.905770
5.075002,16,189.515,0.856212,0.899686
5.076002,16,189.497,0.879749,0.898611
5.077001,16,190.684,0.869068,0.900491
5.078001,16,188.982,0.883881,0.900689
5.086320,16,188.196,0.891475,0.901643
5.086340,16,190.961,0.896078,0.896078
5.086352,16,185.285,0.906066,0.906066
5.086359,16,186.272,0.906225,0.906225
5.086367,16,190.260,0.897386,0.897386
5.086374,16,186.878,0.906076,0.906076
5.086381,16,192.387,0.891278,0.891278
5.086387,16,191.445,0.896854,0.896854
5.086996,16,189.182,0.874083,0.900301
5.092358,16,189.620,0.863152,0.899632
5.092370,16,197.895,0.871476,0.871476
5.092378,16,189.625,0.904358,0.904358
5.092385,16,189.106,0.905336,0.905336
5.092391,16,190.712,0.900826,0.900826
5.093002,16,189.007,0.871105,0.900163
5.094001,16,190.827,0.878565,0.899107
5.095001,16,187.451,0.888436,0.902683
5.096001,16,189.854,0.877212,0.898323
5.097001,16,189.679,0.876818,0.899877
5.098001,16,188.342,0.883602,0.899822
5.106279,16,191.897,0.864371,0.896715
5.106298,16,194.082,0.895857,0.895857
5.106310,16,194.526,0.895827,0.895827
5.106317,16,189.641,0.904026,0.904026
5.106325,16,188.734,0.904348,0.904348
5.106332,16,188.436,0.904634,0.904634
5.106339,16,187.568,0.904951,0.904951
5.106345,16,186.874,0.905273,0.905273
5.106998,16,189.261,0.865963,0.899226
5.112297,16,189.158,0.868894,0.899468
5.112308,16,189.675,0.903971,0.903971
5.112317,16,192.504,0.902514,0.902514
5.112324,16,184.294,0.904712,0.904712
5.112331,16,193.004,0.896797,0.896797
5.113001,16,188.805,0.872493,0.900414
5.114002,16,188.984,0.874858,0.899944
5.115001,16,187.881,0.883381,0.900776
5.116002,16,188.366,0.886273,0.900680
5.117002,16,189.993,0.886585,0.900612
5.124282,16,187.384,0.866890,0.899068
5.124302,16,193.970,0.882888,0.882888
5.124314,16,195.381,0.882313,0.882313
5.124321,16,185.701,0.905595,0.905595
5.124329,16,181.859,0.906290,0.906290
5.124336,16,186.470,0.906385,0.906385
5.124343,16,186.709,0.906437,0.906437
5.124999,16,188.963,0.869076,0.899521
5.127108,16,189.478,0.886263,0.900901
5.127127,16,182.360,0.906106,0.906106
5.140249,16,189.129,0.873357,0.898936
5.140271,16,193.879,0.894463,0.894463
5.140281,16,201.478,0.871405,0.871405
5.140289,16,194.198,0.900714,0.900714
5.140296,16,186.261,0.903948,0.903948
5.140303,16,192.842,0.901541,0.901541
5.140310,16,181.508,0.904949,0.904949
5.140316,16,188.092,0.905150,0.905150
5.140322,16,190.446,0.902718,0.902718
5.140329,16,187.055,0.905355,0.905355
5.140335,16,187.789,0.905505,0.905505
5.140342,16,188.694,0.905534,0.905534
5.140347,16,183.481,0.906079,0.906079
5.140998,16,189.151,0.877857,0.899988
5.142002,16,188.811,0.862419,0.899998
5.143002,16,189.550,0.880865,0.900904
5.144001,16,188.977,0.881262,0.900755
5.145001,16,188.896,0.879909,0.900166
5.146002,16,187.957,0.877903,0.901579
5.152603,16,188.001,0.872956,0.899547
5.152622,16,190.913,0.897444,0.897444
5.152634,16,181.270,0.906331,0.906331
5.152641,16,186.686,0.906396,0.906396
5.152650,16,182.685,0.906848,0.906848
5.152668,16,189.035,0.897942,0.897942
5.153001,16,189.546,0.868957,0.899337
5.154002,16,189.833,0.870841,0.900491
5.155001,16,188.718,0.886263,0.899418
5.156002,16,187.877,0.878309,0.900517
5.157001,16,188.547,0.876440,0.899512
5.158001,16,190.255,0.869011,0.897861
5.166279,16,189.354,0.893918,0.901356
5.166298,16,193.958,0.889688,0.889688
5.166310,16,187.865,0.905176,0.905176
5.166318,16,193.940,0.891183,0.891183
5.166326,16,191.831,0.900429,0.900429
5.166332,16,187.136,0.904978,0.904978
5.166340,16,192.907,0.895643,0.895643
5.166346,16,182.676,0.905486,0.905486
5.166996,16,189.148,0.870884,0.900393
5.172547,16,189.497,0.879349,0.899121
5.172559,16,191.822,0.894664,0.894664
5.172568,16,191.367,0.898032,0.898032
5.172575,16,185.152,0.905667,0.905667
5.172583,16,189.068,0.904358,0.904358
5.172999,16,189.561,0.869463,0.900368
5.179296,16,188.946,0.878531,0.901254
5.179315,16,185.348,0.905915,0.905915
5.179327,16,192.398,0.892132,0.892132
5.179335,16,187.432,0.905650,0.905650
5.179343,16,189.525,0.902959,0.902959
5.179358,16,188.370,0.905617,0.905617
5.179998,16,189.264,0.878569,0.900020
5.181001,16,188.223,0.878299,0.900678
5.182002,16,188.499,0.872695,0.899777
5.183001,16,189.833,0.878136,0.898384
5.184002,16,190.770,0.876152,0.897983
5.192522,16,189.162,0.894347,0.902648
5.192547,16,187.066,0.906127,0.906127
5.192560,16,189.687,0.899799,0.899799
5.192567,16,188.845,0.903616,0.903616
5.192575,16,191.053,0.896810,0.896810
5.192581,16,187.486,0.905719,0.905719
5.192588,16,185.482,0.906027,0.906027
5.192594,16,190.382,0.898087,0.898087
5.192998,16,188.574,0.880063,0.901397
5.194001,16,188.746,0.868069,0.899748
5.195001,16,188.335,0.880648,0.901005
5.196001,16,188.293,0.893051,0.902064
5.197002,16,189.557,0.884710,0.899782
5.198002,16,188.570,0.878295,0.901146
5.199002,16,188.914,0.880738,0.898641
5.212540,16,189.792,0.878807,0.898993
5.212560,16,185.326,0.905751,0.905751
5.212572,16,191.216,0.896892,0.896892
5.212579,16,187.451,0.905638,0.905638
5.212587,16,193.951,0.888594,0.888594
5.212593,16,187.918,0.905300,0.905300
5.212600,16,192.837,0.894091,0.894091
5.212606,16,186.203,0.905345,0.905345
5.212613,16,193.349,0.892175,0.892175
5.212619,16,195.727,0.886650,0.886650
5.212626,16,187.351,0.904769,0.904769
5.212632,16,189.122,0.904903,0.904903
5.212639,16,186.973,0.905225,0.905225
5.212998,16,189.861,0.872264,0.899656
5.213998,16,188.915,0.863160,0.900367
5.215001,16,189.785,0.881980,0.899385
5.216002,16,190.262,0.877580,0.900138
5.217001,16,190.690,0.865033,0.898161
5.224284,16,187.852,0.886058,0.901862
5.224304,16,188.039,0.905838,0.905838
5.224316,16,194.735,0.884932,0.884932
5.224324,16,188.890,0.905268,0.905268
5.224332,16,190.305,0.902525,0.902525
5.224339,16,192.718,0.895121,0.895121
5.224346,16,188.786,0.905022,0.905022
5.224999,16,188.718,0.867652,0.899985
5.226001,16,190.126,0.881376,0.898774
5.233245,16,187.965,0.903188,0.904436
5.233263,16,186.395,0.905595,0.905595
5.233275,16,184.517,0.906024,0.906024
5.233282,16,188.320,0.904825,0.904825
5.233297,16,186.582,0.906132,0.906132
5.233304,16,192.790,0.889656,0.889656
5.233311,16,198.077,0.875206,0.875206
5.233998,16,188.823,0.873509,0.900434
5.235001,16,189.065,0.871739,0.899606
5.236002,16,189.385,0.883969,0.900590
5.237001,16,188.620,0.884882,0.901166
5.238002,16,190.663,0.877501,0.898261
5.239002,16,189.377,0.874287,0.897348
5.252962,16,191.243,0.888583,0.900744
5.252982,16,193.789,0.894234,0.894234
5.252995,16,197.929,0.882507,0.882507
5.253002,16,193.937,0.899231,0.899231
5.253010,16,188.027,0.904063,0.904063
5.253017,16,193.011,0.900355,0.900355
5.253024,16,190.564,0.904103,0.904103
5.253030,16,193.570,0.898309,0.898309
5.253037,16,184.367,0.904704,0.904704
5.253043,16,180.371,0.905726,0.905726
5.253050,16,194.084,0.887676,0.887676
5.253056,16,187.665,0.905371,0.905371
5.253063,16,193.130,0.892745,0.892745
5.253069,16,186.817,0.905306,0.905306
5.253999,16,189.325,0.868354,0.899346
5.261384,16,188.547,0.861458,0.900120
5.261404,16,184.122,0.906047,0.906047
5.261416,16,187.646,0.906073,0.906073
5.261423,16,189.565,0.900496,0.900496
5.261432,16,185.424,0.906179,0.906179
5.261438,16,183.500,0.906593,0.906593
5.261445,16,184.289,0.906846,0.906846
5.262001,16,188.251,0.866141,0.901112
5.263002,16,188.221,0.866905,0.900530
5.264001,16,190.067,0.876505,0.897560
5.265001,16,188.986,0.877378,0.898925
5.266001,16,188.245,0.873940,0.900522
5.267001,16,189.666,0.878532,0.900238
5.281317,16,188.979,0.884513,0.900084
5.281337,16,191.663,0.893361,0.893361
5.281349,16,191.304,0.896694,0.896694
5.281356,16,188.856,0.905480,0.905480
5.281364,16,192.435,0.894409,0.894409
5.281378,16,182.833,0.905829,0.905829
5.281385,16,187.345,0.905929,0.905929
5.281391,16,193.222,0.889365,0.889365
5.281398,16,184.896,0.905847,0.905847
5.281404,16,189.799,0.900980,0.900980
5.281411,16,194.472,0.886564,0.886564
5.281417,16,186.227,0.905466,0.905466
5.281456,16,194.985,0.886171,0.886171
5.281462,16,193.817,0.893248,0.893248
5.282000,16,189.005,0.869806,0.899927
5.283002,16,189.221,0.874245,0.900527
5.284001,16,190.499,0.878724,0.899313
5.285002,16,189.168,0.884758,0.901974
5.286002,16,188.847,0.892567,0.901915
5.287285,16,188.375,0.893151,0.901502
5.300268,16,188.469,0.878566,0.900798
5.300297,16,190.132,0.897874,0.897874
5.300306,16,188.231,0.905487,0.905487
5.300315,16,190.913,0.896820,0.896820
5.300322,16,198.397,0.873961,0.873961
5.300330,16,191.452,0.901974,0.901974
5.300336,16,185.227,0.905163,0.905163
5.300343,16,191.391,0.899564,0.899564
5.300349,16,189.708,0.905022,0.905022
5.300355,16,189.287,0.905089,0.905089
5.300361,16,187.457,0.905325,0.905325
5.300368,16,185.878,0.905673,0.905673
5.300374,16,194.317,0.887209,0.887209
5.300996,16,189.629,0.863840,0.900255
5.302002,16,188.767,0.862021,0.900152
5.303002,16,189.593,0.875322,0.899052
